,Date,Open,High,Low,Last,Close,Volume,Total Traded,MA50,MA200,returns,Cumulative Return
369,2017-07-03,431.5,434.7,426.25,429.6,430.25,6230025,2688255787.5,451.056,484.61775,-0.0053173043578776,1.0705399353072915
370,2017-07-04,434.2,436.4,426.0,426.9,426.9,5020683,2179980558.6,450.782,483.985,-0.0077861708309122,1.0622045284896753
371,2017-07-05,428.9,433.95,427.4,432.35,431.75,5050749,2166266246.1,450.54,483.34125,0.0113609744670883,1.074272207016672
372,2017-07-06,435.4,438.8,433.8,436.6,437.1,4038188,1758227055.1999998,450.369,482.739,0.0123914302258252,1.0875839761134625
373,2017-07-07,434.45,441.45,432.25,436.7,436.85,5311730,2307681098.5,450.09,482.17975,-0.0005719514985129,1.0869619308285656
374,2017-07-10,460.0,460.0,442.55,447.0,446.95,1189742,547281320.0,449.922,481.64225,0.0231200640952271,1.112092560338394
375,2017-07-11,452.0,462.3,451.0,456.55,456.95,12069006,5455190712.0,449.883,481.18475000000007,0.0223738673229667,1.1369743717342635
376,2017-07-12,461.0,463.8,456.6,461.75,461.0,6051540,2789759940.0,450.078,480.74025,0.008863114126272,1.1470515053495909
377,2017-07-13,464.5,464.5,455.55,458.3,459.05,4382063,2035468263.5,450.327,480.24325,-0.004229934924078,1.142199552127396
378,2017-07-14,460.0,460.0,450.4,451.0,451.3,3974269,1828163740.0,450.62299999999993,479.7345,-0.016882692517155,1.122916148295597
379,2017-07-17,455.0,458.35,453.25,454.85,454.15,4922453,2239716115.0,451.314,479.32875,0.0063150897407489,1.1300074645434195
380,2017-07-18,452.6,459.5,452.6,456.5,456.15,2349268,1063278696.8,451.984,478.94975,0.0044038313332599,1.1349838268225936
381,2017-07-19,453.0,462.9,453.0,460.5,460.6,3395937,1538359461.0,452.66,478.55275,0.0097555628630934,1.1460562328937558
382,2017-07-20,463.5,464.35,457.35,459.8,460.15,3318626,1538183151.0,453.217,478.222,-0.0009769865392966,1.1449365513809415
383,2017-07-21,460.0,465.9,457.6,464.5,464.6,3150269,1449123740.0,453.96,477.87075,0.0096707595349343,1.1560089574521035
384,2017-07-24,464.95,468.35,461.0,464.9,464.0,3773074,1754290756.3,454.6230000000001,477.48675,-0.0012914334911752,1.1545160487683512
385,2017-07-25,462.15,464.7,454.7,456.2,456.1,7052112,3259133560.8,455.107,477.0175,-0.0170258620689655,1.1348594177656142
386,2017-07-26,457.2,458.7,455.0,456.95,457.3,3641559,1664920774.8,455.508,476.50575,0.0026310019732513,1.1378452351331183
387,2017-07-27,459.0,460.95,440.3,444.05,445.4,13738611,6306022449.0,455.434,475.9755,-0.0260223048327138,1.1082358795720335
388,2017-07-28,444.6,447.45,442.45,446.0,445.85,3365171,1496155026.6,455.592,475.37625,0.0010103277952402,1.1093555610848476
389,2017-07-31,446.25,449.7,443.7,444.3,444.6,3804621,1697812121.25,455.617,474.789,-0.0028036335090276,1.1062453346603638
390,2017-08-01,446.55,452.35,445.7,446.8,446.9,4012791,1791911821.05,455.56200000000007,474.29925,0.0051731893837156,1.1119681512814137
391,2017-08-02,449.5,449.95,438.15,438.9,440.35,4045533,1818467083.5,455.359,473.7205,-0.014656522712016,1.0956705648171192
392,2017-08-03,441.0,441.5,429.6,432.0,431.45,6197142,2732939622.0,454.597,473.14,-0.0202111956398319,1.0735257526747952
393,2017-08-04,435.1,438.75,433.45,435.75,435.6,4166729,1812943787.9,453.789,472.54675,0.009618727546645,1.0838517044040812
394,2017-08-07,438.6,439.8,425.3,430.05,430.0,6461815,2834152059.0,452.767,471.94425,-0.0128558310376493,1.069917890022394
395,2017-08-08,432.0,435.5,426.0,430.25,430.0,7134979,3082310928.0,451.737,471.36,0.0,1.069917890022394
396,2017-08-09,428.8,429.9,415.0,416.05,416.05,10849567,4652294329.6,450.432,470.71775,-0.0324418604651162,1.035207763125156
397,2017-08-10,401.0,403.6,375.25,382.15,380.2,28114017,11273720817.0,448.513,469.81975,-0.0546984863589664,0.9460064692709632
398,2017-08-11,376.0,379.1,358.5,375.0,374.5,14699477,5527003352.0,446.47,468.92325,-0.0149921094160967,0.9318238367753175
399,2017-08-14,380.0,381.8,372.6,375.8,375.4,8216208,3122159040.0,444.403,468.15,0.0024032042723631,0.934063199800946
400,2017-08-16,379.45,390.7,375.5,388.9,389.25,11019760,4181447932.0,442.625,467.48625,0.0368939797549281,0.9685245085842252
401,2017-08-17,392.45,392.45,384.5,385.0,385.3,5971420,2343483779.0,441.111,466.72775,-0.0101477199743095,0.9586961930828568
402,2017-08-18,381.75,383.0,377.0,381.55,380.4,5856198,2235603586.5,439.559,465.97,-0.0127173630936933,0.9465041054988808
403,2017-08-21,382.0,382.55,371.3,375.35,374.35,5123101,1957024582.0,437.83,465.18875,-0.0159043112513143,0.9314506096043798
404,2017-08-22,378.8,379.95,372.25,374.25,373.6,4163794,1577245167.2,435.96,464.49025,-0.0020034726859889,0.9295844737496896
405,2017-08-23,376.0,381.15,373.35,380.6,379.95,4448871,1672775496.0,434.434,463.839,0.0169967880085653,0.9453844239860668
406,2017-08-24,380.1,385.95,380.1,385.2,384.15,5208541,1979766434.1,433.126,463.19825,0.0110540860639558,0.955834784772332
407,2017-08-28,385.85,387.4,378.3,380.0,379.3,4403872,1699234011.2,431.673,462.5630000000001,-0.0126252765846673,0.9437671062453352
408,2017-08-29,379.0,382.35,374.45,375.55,376.1,4689547,1777338313.0,430.2289999999999,461.7425,-0.0084365937252833,0.9358049265986572
409,2017-08-30,380.85,382.75,377.45,379.0,378.5,3734824,1422407720.4,428.684,460.9675,0.0063812815740493,0.9417765613336656
410,2017-08-31,380.05,380.45,375.8,377.0,376.55,4685511,1780728455.55,427.168,460.18175,-0.0051519154557463,0.9369246081114712
411,2017-09-01,379.35,392.85,378.65,391.0,390.85,7380325,2799726288.75,425.637,459.5995,0.0379763643606427,0.9725055984075648
412,2017-09-04,393.0,396.05,380.5,384.2,383.4,8433560,3314389080.0,424.159,459.2295,-0.0190610208519893,0.9539686489176418
413,2017-09-05,385.7,389.5,383.4,389.1,388.15,4477993,1727161900.1,422.868,458.87799999999993,0.0123891497130934,0.96578750933068
414,2017-09-06,385.0,386.7,381.85,382.75,382.7,5953907,2292254195.0,421.659,458.4272500000001,-0.0140409635450212,0.952226922119931
415,2017-09-07,383.7,384.4,376.0,378.25,378.15,7938665,3046065760.5,420.376,457.96175000000005,-0.0118892082571204,0.9409056979348104
416,2017-09-08,381.0,381.8,374.05,375.1,375.05,7471355,2846586255.0,419.027,457.55225,-0.0081978051037947,0.9331923364020908
417,2017-09-11,380.0,380.0,374.2,375.0,375.3,5402725,2053035500.0,417.821,457.1045,0.0006665777896279,0.9338143816869874
418,2017-09-12,378.7,390.0,375.5,388.55,388.25,9266823,3509345870.1,416.935,456.68825,0.0345057287503329,0.9660363274446384
419,2017-09-13,391.0,393.95,387.2,389.95,389.65,6537279,2556076089.0,416.1230000000001,456.37175,0.0036059240180295,0.9695197810400602
420,2017-09-14,390.75,406.6,390.25,403.8,404.4,11476571,4484470118.25,415.673,456.132,0.0378544847940458,1.0062204528489678
421,2017-09-15,402.85,406.75,400.0,402.0,401.75,9675506,3897777592.1,415.073,455.86725,-0.0065529179030662,0.9996267728290624
422,2017-09-18,411.85,413.0,403.2,404.45,404.95,8966503,3692854260.55,414.43,455.59275,0.0079651524579962,1.0075889524757409
423,2017-09-19,415.0,427.7,414.0,424.25,423.65,28208471,11706515465.0,414.16600000000005,455.4145,0.046178540560563,1.0541179397860168
424,2017-09-20,422.75,422.75,413.0,414.55,414.8,5179160,2189489890.0,413.523,455.2475,-0.0208898855187064,1.0320975367006722
425,2017-09-21,415.4,418.45,408.8,415.5,413.65,6946502,2885576930.8,412.657,455.15125,-0.0027724204435873,1.029236128390147
426,2017-09-22,414.0,422.15,408.85,415.0,411.8,9781308,4049461512.0,411.673,455.01375,-0.0044723800314274,1.0246329932819112
427,2017-09-25,413.65,415.3,404.6,407.95,408.2,6957357,2877910723.05,410.656,454.84925,-0.0087421078193298,1.015675541179398
428,2017-09-26,409.4,413.9,403.3,410.65,411.25,5077291,2078642935.4,409.855,454.67875,0.0074718275355218,1.0232644936551385
429,2017-09-27,413.5,414.25,402.0,407.0,404.9,4727360,1954763360.0,408.87,454.3955,-0.0154407294832826,1.0074645434187612
430,2017-09-28,406.95,406.95,399.0,400.6,401.4,4850748,1974011898.6,407.775,454.082,-0.0086441096567053,0.9987559094302068
431,2017-09-29,401.4,405.0,397.4,403.85,401.5,7520906,3018891668.4,406.593,453.8175,0.0002491280518186,0.9990047275441656
432,2017-10-03,428.0,428.0,415.0,416.0,416.0,9696920,4150281760.0,405.71,453.54425,0.0361145703611456,1.0350833540681763
433,2017-10-04,417.55,426.0,412.7,425.8,423.55,7663143,3199745359.65,404.889,453.30025,0.0181490384615385,1.0538691216720582
434,2017-10-05,423.0,425.8,420.1,424.25,423.3,4606192,1948419216.0,404.075,453.10075000000006,-0.0005902490851139,1.0532470763871613
435,2017-10-06,422.0,426.0,416.2,424.65,424.85,5308695,2240269290.0,403.45,452.85925,0.0036617056461138,1.0571037571535211
436,2017-10-09,424.0,432.1,423.05,425.2,425.6,4414381,1871697544.0,402.816,452.62825,0.0017653289396257,1.0589698930082114
437,2017-10-10,425.6,428.9,421.4,423.9,423.6,5057869,2152629046.4,402.38,452.3805,-0.0046992481203007,1.0539935307290376
438,2017-10-11,424.9,424.9,414.1,414.45,415.5,4320451,1835759629.9,401.773,452.1155,-0.0191218130311615,1.033839263498383
439,2017-10-12,415.5,421.8,409.35,420.0,420.15,5442846,2261502513.0,401.284,451.8682500000001,0.0111913357400721,1.0454093057974625
440,2017-10-13,421.0,429.3,418.9,425.5,424.8,6969434,2934131714.0,400.842,451.664,0.0110674759014639,1.056979348096542
441,2017-10-16,426.3,438.0,425.85,437.5,437.05,8476709,3613621046.7,400.776,451.56,0.028837099811676,1.0874595670564822
442,2017-10-17,435.75,435.75,430.2,434.0,432.3,5135763,2237908727.25,400.793,451.38675,-0.0108683217023224,1.075640706643444
443,2017-10-18,432.25,437.3,426.6,432.5,433.2,5539785,2394572066.25,400.745,451.236,0.0020818875780708,1.0778800696690725
444,2017-10-19,433.0,433.1,424.25,424.35,426.95,1313380,568693540.0,400.684,451.01625,-0.014427516158818,1.062328937546654
445,2017-10-23,429.1,430.85,421.0,422.0,422.75,4013418,1722157663.8000002,400.539,450.77,-0.0098372174727719,1.0518785767603889
446,2017-10-24,422.75,423.8,415.05,415.85,416.05,4541742,1920021430.5,400.539,450.415,-0.0158486102897693,1.0352077631251562
447,2017-10-25,421.0,424.4,415.1,421.35,421.95,5666968,2385793528.0,401.374,450.11925,0.0141809878620358,1.0498880318487191
448,2017-10-26,421.7,422.4,417.0,422.0,419.4,6207936,2617886611.2,402.2720000000001,449.783,-0.0060433700675436,1.0435431699427724
449,2017-10-27,422.05,434.35,422.05,429.85,429.9,7414741,3129391439.05,403.362,449.42175,0.0250357653791131,1.0696690719084356
450,2017-10-30,428.25,440.95,428.25,437.6,436.55,7675104,3286863288.0,404.308,449.11575,0.0154687136543383,1.0862154764866891
451,2017-10-31,438.85,438.85,427.3,428.4,428.4,6214996,2727450994.6,405.17,448.75700000000006,-0.0186691100675754,1.0659368001990552
452,2017-11-01,430.95,439.95,428.45,437.2,437.75,7310931,3150645714.45,406.317,448.3645,0.0218253968253969,1.0892012938541935
453,2017-11-02,435.7,440.4,429.9,435.5,434.9,8262211,3599845332.7,407.528,447.94275,-0.006510565391205,1.0821099776063705
454,2017-11-03,434.0,449.35,432.65,448.5,447.7,8116263,3522458142.0,409.01,447.59,0.0294320533455967,1.1139586961930836
455,2017-11-06,445.75,468.0,443.55,457.9,462.9,19456789,8672863696.75,410.669,447.33025,0.0339513066785794,1.1517790495148057
456,2017-11-07,458.2,465.9,450.05,451.7,451.85,13266543,6078730002.599999,412.023,446.9575,-0.0238712464895224,1.1242846479223696
457,2017-11-08,448.0,455.0,431.3,440.5,438.2,11193613,5014738624.0,413.201,446.53,-0.0302091402013943,1.0903209753670076
458,2017-11-09,442.1,450.9,425.65,440.35,440.15,40547266,15566910340.2,414.482,446.1185,0.0044500228206298,1.0951729285892022
459,2017-11-10,438.95,438.95,420.0,421.55,422.55,22534490,9891514385.5,415.36300000000006,445.574,-0.0399863682835396,1.0513809405324717
460,2017-11-13,423.0,427.5,416.1,417.85,418.1,9857544,4169741112.0,416.194,445.0485,-0.010531298071234,1.0403085344613097
461,2017-11-14,418.55,421.85,410.65,414.0,414.3,8987515,3761724403.25,416.663,444.4565,-0.0090887347524516,1.0308534461308791
462,2017-11-15,414.3,417.55,407.0,409.65,408.65,9867270,4088009961.0,417.168,443.792,-0.0136374607772146,1.0167952226922128
463,2017-11-16,411.35,415.9,411.35,415.0,413.45,6291441,2587984255.35,417.674,443.1147500000001,0.0117459929034626,1.0287384921622302
464,2017-11-17,419.45,423.45,417.0,421.7,421.8,6191428,2596994474.6,418.456,442.514,0.0201959124440682,1.0495148046777814
465,2017-11-20,421.0,425.7,420.1,423.35,423.0,4051153,1705535413.0,419.353,441.9675,0.0028449502133711,1.0525006220452855
466,2017-11-21,424.45,430.0,422.5,424.0,424.25,6745407,2863088001.15,420.337,441.471,0.0029550827423168,1.0556108484697695
467,2017-11-22,425.45,433.0,424.5,428.0,428.6,7899417,3360806962.65,421.403,440.90275,0.0102533883323512,1.0664344364269729
468,2017-11-23,428.6,431.05,422.45,426.4,426.25,7374216,3160588977.6000004,422.163,440.3765,-0.0054829678021465,1.0605872107489436
469,2017-11-24,427.0,429.95,424.25,425.5,425.5,5108182,2181193714.0,422.88,439.891,-0.0017595307917888,1.0587210748942537
470,2017-11-27,423.0,424.75,417.8,421.65,421.4,7946028,3361169844.0,423.22,439.36875,-0.0096357226792009,1.048519532221947
471,2017-11-28,419.8,422.25,414.5,414.8,415.95,6217480,2610098104.0,423.504,438.9145,-0.0129330802088276,1.034958945011198
472,2017-11-29,415.9,419.45,412.05,412.5,413.95,4327453,1799787702.6999998,423.684,438.419,-0.0048082702247865,1.029982582732024
473,2017-11-30,410.4,412.25,402.25,404.85,404.15,25646262,10525225924.8,423.2939999999999,437.87549999999993,-0.0236743568063776,1.0055984075640718
474,2017-12-01,407.9,410.25,396.5,399.0,398.9,7959197,3246556456.3,422.976,437.32225000000005,-0.0129902264010887,0.9925354565812402
475,2017-12-04,405.8,411.25,401.7,404.25,403.65,10043491,4075648647.8,422.77600000000007,436.814,0.0119077463023313,1.0043543169942784
476,2017-12-05,404.55,405.5,396.55,402.25,402.25,7144542,2890324466.1,422.585,436.415,-0.0034683512944382,1.0008708633988566
477,2017-12-06,400.2,404.0,395.0,395.75,397.05,5573968,2230701993.6,422.362,436.218,-0.0129272840273461,0.9879323214730044
478,2017-12-07,398.0,405.3,397.15,402.55,402.0,7998863,3183547474.0,422.177,435.9980000000001,0.0124669437098601,1.0002488181139595
479,2017-12-08,406.0,413.75,406.0,410.85,411.15,12288946,4989312076.0,422.302,435.789,0.0227611940298506,1.0230156755411803
480,2017-12-11,412.0,415.2,409.05,410.2,410.15,5066242,2087291704.0,422.477,435.5625,-0.0024322023592362,1.0205274944015934
481,2017-12-12,411.55,415.5,405.95,406.25,406.85,6151197,2531525125.35,422.584,435.3035,-0.008045836888943,1.0123164966409566
482,2017-12-13,407.0,409.85,400.0,401.65,401.95,5140689,2092260423.0,422.303,435.013,-0.0120437507680963,1.0001244090569803
483,2017-12-14,404.0,404.55,398.2,402.95,402.4,4674026,1888306504.0,421.88,434.71325,0.0011195422316208,1.0012440905697946
484,2017-12-15,406.5,409.0,404.2,404.95,405.1,5614113,2282136934.5,421.516,434.44975,0.006709741550696,1.0079621796466796
485,2017-12-18,399.0,409.9,389.3,406.5,405.8,5356208,2137126992.0,421.135,434.195,0.0017279684028634,1.0097039064443905
486,2017-12-19,407.35,421.7,407.35,420.55,420.1,9686883,3945951790.05,421.025,434.04825000000005,0.0352390340068999,1.0452848967404842
487,2017-12-20,421.95,427.75,419.25,422.65,422.6,11191127,4722096037.65,421.005,433.85275,0.005950964056177,1.0515053495894515
488,2017-12-21,424.0,426.05,419.55,420.85,420.8,4885225,2071335400.0,421.111,433.657,-0.0042593469001419,1.047026623538195
489,2017-12-22,422.05,426.4,420.9,421.4,422.0,5345261,2255967405.05,421.148,433.413,0.0028517110266159,1.0500124409056997
490,2017-12-26,422.0,425.15,421.15,423.0,424.2,3700655,1561676410.0,421.136,433.19625,0.00521327014218,1.0554864394127907
491,2017-12-27,423.5,428.45,420.3,421.1,422.45,3673355,1555665842.5,420.844,432.9945,-0.004125412541254,1.0511321224185135
492,2017-12-28,423.5,423.7,416.0,417.5,418.6,5018893,2125501185.5,420.57,432.7495,-0.0091135045567521,1.0415526250311038
493,2017-12-29,418.0,433.45,417.15,431.2,431.85,8640908,3611899544.0,420.543,432.56325,0.0316531294792163,1.074521025130631
494,2018-01-01,430.95,436.4,422.25,424.5,424.45,6807536,2933707639.2,420.49300000000005,432.33675000000005,-0.0171355794836171,1.0561084846976874
495,2018-01-02,428.85,440.85,422.0,438.2,439.3,15331261,6574811279.85,420.824,432.166,0.0349864530568972,1.093057974620554
496,2018-01-03,440.4,441.4,431.95,433.45,433.9,9794953,4313697301.2,421.181,431.93075,-0.0122922831777828,1.0796217964667842
497,2018-01-04,430.0,433.3,425.75,430.0,429.95,8395377,3610012110.0,421.341,431.698,-0.0091034800645309,1.0697934809654157
498,2018-01-05,431.25,436.35,429.8,430.35,431.6,7021611,3028069743.75,421.585,431.476,0.0038376555413421,1.0738989798457343
499,2018-01-08,432.0,436.2,431.65,432.75,433.55,4635214,2002412448.0,421.658,431.275,0.0045180722891566,1.078750933067929
500,2018-01-09,434.25,443.5,433.0,435.5,437.55,12629045,5484162791.25,421.67800000000005,431.16325000000006,0.0092261561526929,1.088703657626277
501,2018-01-10,438.0,439.3,431.3,432.6,433.3,4702579,2059729602.0,421.776,430.96525,-0.00971317563707,1.0781288877830324
502,2018-01-11,433.5,437.6,432.9,434.0,434.75,4565005,1978929667.5,421.716,430.787,0.0033464112624048,1.0817367504354336
503,2018-01-12,437.0,441.45,432.1,436.0,437.1,7408870,3237676190.0,421.76,430.64875,0.0054054054054053,1.087583976113463
504,2018-01-15,438.05,440.05,431.05,432.25,432.35,4042775,1770937588.75,421.453,430.4485000000001,-0.0108670784717456,1.0757651157004249
505,2018-01-16,433.0,435.2,419.5,421.9,421.9,5623745,2435081585.0,420.633,430.21275,-0.024170232450561,1.0497636227917408
506,2018-01-17,422.05,424.5,410.1,423.2,422.95,10204447,4306786856.35,420.055,429.9855,0.0024887414079166,1.0523762129883072
507,2018-01-18,424.0,428.3,414.45,418.0,418.95,9579830,4061847920.0,419.67,429.751,-0.0094573826693462,1.0424234884299592
508,2018-01-19,415.2,421.95,415.05,418.2,418.05,3894062,1616814542.4,419.228,429.48925,-0.0021482277121374,1.0401841254043311
509,2018-01-22,419.05,424.4,418.45,422.2,421.9,4643782,1945976847.1,419.215,429.23125,0.0092094247099627,1.0497636227917408
510,2018-01-23,422.8,422.8,414.75,417.5,418.0,6185011,2615022650.8,419.213,428.95525,-0.0092438966579757,1.0400597163473515
511,2018-01-24,416.0,416.25,402.65,403.95,403.6,10789570,4488461120.0,418.999,428.63175,-0.0344497607655501,1.0042299079372994
512,2018-01-25,403.45,407.65,398.0,399.9,400.3,16312167,6581143776.15,418.8320000000001,428.25875,-0.0081764122893954,0.9960189101766624
513,2018-01-29,402.5,405.9,398.1,398.9,399.25,5789602,2330314805.0,418.548,427.89375,-0.0026230327254559,0.993406319980096
514,2018-01-30,400.0,402.3,395.0,395.7,395.85,6963005,2785202000.0,418.029,427.55025,-0.008515967438948,0.9849465041055004
515,2018-01-31,395.5,400.95,395.25,400.0,399.5,5111454,2021580057.0,417.559,427.28100000000006,0.0092206643930781,0.9940283652649928
516,2018-02-01,399.9,403.8,390.55,393.3,393.65,7259426,2903044457.4,416.94700000000006,427.00325,-0.0146433041301627,0.9794725055984088
517,2018-02-02,392.0,397.4,381.3,382.85,383.75,10070356,3947579552.0,416.05,426.7035,-0.0251492442525085,0.954839512316498
518,2018-02-05,381.0,398.0,380.0,398.0,395.8,9876017,3762762477.0,415.441,426.46725,0.031400651465798,0.9848220950485208
519,2018-02-06,363.0,379.85,356.5,375.25,375.45,25294860,9182034180.0,414.44,426.12475,-0.0514148559878727,0.934187608857926
520,2018-02-07,380.4,385.4,375.2,378.0,377.8,12706795,4833664818.0,413.568,425.81075,0.0062591556798508,0.9400348345359554
521,2018-02-08,379.9,380.0,372.2,376.2,374.85,12452396,4730665240.4,412.746,425.46575,-0.0078083642138697,0.932694700174174
522,2018-02-09,369.9,373.2,368.0,369.1,368.75,8816777,3261325812.3,411.842,425.08125,-0.0162731759370415,0.9175167952226932
523,2018-02-12,373.4,376.2,370.2,371.0,371.8,6002369,2241284584.6,411.195,424.68625,0.0082711864406779,0.9251057476984336
524,2018-02-14,372.9,382.3,370.6,375.8,376.85,9623436,3588579284.4,410.754,424.29375,0.0135825712748789,0.9376710624533476
525,2018-02-15,379.8,382.2,373.1,375.9,375.8,10225880,3883789224.0,410.197,423.87825,-0.002786254477909,0.9350584722567812
526,2018-02-16,378.0,379.4,367.6,370.5,370.75,8545282,3230116596.0,409.567,423.47575000000006,-0.013437998935604,0.9224931575018672
527,2018-02-19,373.7,374.7,362.8,370.5,368.75,5658765,2114680480.5,409.001,423.0865,-0.0053944706675657,0.9175167952226932
528,2018-02-20,370.35,370.9,366.5,369.2,369.3,3972114,1471072419.9,408.347,422.75049999999993,0.0014915254237288,0.918885294849466
529,2018-02-21,372.5,372.5,362.85,364.05,364.45,8640166,3218461835.0,407.413,422.4747500000001,-0.0131329542377471,0.9068176163224692
530,2018-02-22,363.0,363.0,357.5,358.65,358.5,10870704,3946065552.0,406.38,422.154,-0.0163259706406914,0.8920129385419269
531,2018-02-23,360.1,364.6,358.75,360.35,360.2,6751064,2431058146.4,405.44700000000006,421.821,0.0047419804741979,0.8962428464792246
532,2018-02-26,362.0,373.5,362.0,372.8,372.05,10576794,3828799428.0,404.849,421.51975,0.0328983897834536,0.92572779298333
533,2018-02-27,375.0,376.6,370.35,373.3,372.55,6156672,2308752000.0,404.252,421.24525,0.0013439053890607,0.9269718835531237
534,2018-02-28,370.0,373.65,367.15,369.85,369.9,8009429,2963488730.0,403.548,420.9405,-0.0071131391759495,0.9203782035332182
535,2018-03-01,369.75,376.3,369.05,370.1,370.75,6991806,2585220268.5,402.847,420.63475,0.0022979183563125,0.9224931575018672
536,2018-03-05,368.75,368.75,350.1,351.95,352.05,14665325,5407838593.75,401.486,420.20875,-0.0504383007417397,0.8759641701915909
537,2018-03-06,355.15,357.95,345.0,346.2,346.5,8876632,3152535854.8,399.964,419.69575,-0.0157648061354921,0.8621547648668832
538,2018-03-07,345.0,355.3,343.25,348.05,347.8,15599393,5381790585.0,398.504,419.245,0.0037518037518038,0.8653894003483463
539,2018-03-08,350.8,351.9,341.05,345.05,345.15,7674221,2692116726.8,396.967,418.754,-0.0076193214491088,0.8587957203284408
540,2018-03-09,345.55,348.7,340.15,342.0,341.5,5519224,1907167853.2,395.3130000000001,418.21325,-0.0105751122700274,0.8497138591689484
541,2018-03-12,345.0,353.8,340.35,353.15,352.6,8238960,2842441200.0,393.916,417.72375,0.0325036603221084,0.8773326698183638
542,2018-03-13,352.6,356.45,350.0,353.8,353.15,6184241,2180563376.6,392.607,417.14175,0.001559841179807,0.8787011694451364
543,2018-03-14,351.0,354.9,349.6,354.85,354.05,3820313,1340929863.0,391.051,416.532,0.0025484921421492,0.8809405324707648
544,2018-03-15,354.05,358.4,351.1,353.5,353.1,4331145,1533441887.25,389.624,415.892,-0.002683236830956,0.8785767603881571
545,2018-03-16,352.05,352.6,338.4,339.5,339.75,14205582,5001075143.1,387.633,415.18325,-0.0378079864061172,0.8453595421746711
546,2018-03-19,341.2,342.1,332.55,336.0,335.7,9391347,3204327596.4,385.669,414.4552499999999,-0.0119205298013245,0.8352824085593439
547,2018-03-20,335.5,340.4,333.55,339.9,338.8,5080453,1704491981.5,383.846,413.7685,0.0092344355078939,0.8429957700920635
548,2018-03-21,339.9,342.25,332.25,334.8,333.85,6812442,2315549035.8,381.891,413.0545,-0.0146103896103896,0.830679273451108
549,2018-03-22,338.5,340.25,334.8,338.1,338.2,9255091,3132848303.5,379.984,412.35175,0.0130298038041034,0.8415028614083112
550,2018-03-23,330.0,334.8,329.6,330.4,330.85,8578297,2830838010.0,377.85,411.61525,-0.0217327025428739,0.8232147300323471
551,2018-03-26,328.8,333.9,324.3,332.35,332.35,8907023,2928629162.4,375.831,410.972,0.0045337766359376,0.8269470017417275
552,2018-03-27,333.95,335.8,330.1,330.8,331.15,6822448,2278356509.6,373.759,410.33775,-0.0036106514216941,0.823961184374223
553,2018-03-28,331.5,333.65,325.2,327.3,326.85,10975624,3638419356.0,371.5539999999999,409.668,-0.0129850520911971,0.8132620054739993
554,2018-04-02,335.0,340.8,332.7,340.4,339.15,9874486,3307952810.0,369.69,409.02825000000007,0.0376319412574575,0.843866633490919
555,2018-04-03,338.4,344.5,337.15,342.45,343.1,6989584,2365275225.6,368.1139999999999,408.4625,0.0116467639687454,0.8536949489922875
556,2018-04-04,346.8,363.7,346.25,354.8,355.6,27157199,9418116613.2,366.76700000000005,407.99275,0.03643252696007,0.8847972132371246
557,2018-04-05,362.6,372.35,359.8,362.0,362.2,28886070,10474088982.0,365.63200000000006,407.544,0.0185601799775028,0.9012192087583986
558,2018-04-06,362.0,368.35,356.45,363.4,364.1,13297051,4813532462.0,364.55300000000005,407.1230000000001,0.0052457205963556,0.9059467529236138
559,2018-04-09,361.9,368.6,357.0,358.25,358.3,9555113,3457995394.7,363.281,406.63575,-0.0159296896457017,0.8915153023140094
560,2018-04-10,360.5,362.35,351.5,353.45,353.25,8201215,2956538007.5,361.986,406.1402499999999,-0.0140943343566843,0.8789499875590953
561,2018-04-11,355.0,357.15,350.5,355.3,355.8,5622957,1996149735.0,361.03,405.58225,0.0072186836518046,0.885294849465042
562,2018-04-12,358.0,364.4,357.0,358.55,358.4,13145938,4706245804.0,360.19199999999995,405.08775,0.0073074761101741,0.891764120427968
563,2018-04-13,357.9,361.0,354.4,356.1,357.05,5935628,2124361261.2,359.348,404.6095,-0.0037667410714284,0.8884050758895257
564,2018-04-16,350.8,352.8,337.55,340.0,339.15,19157051,6720293490.8,358.214,404.0895,-0.0501330345889932,0.843866633490919
565,2018-04-17,342.3,344.2,332.6,336.7,336.45,14241074,4874719630.2,356.95300000000003,403.56025,-0.0079610791685095,0.8371485444140342
566,2018-04-18,338.2,339.75,333.4,335.3,334.8,6699271,2265693452.2,355.776,403.02175000000005,-0.0049041462327239,0.8330430455337158
567,2018-04-19,336.5,337.0,332.5,335.0,334.25,7087115,2384814197.5,354.786,402.515,-0.0016427718040621,0.8316745459069429
568,2018-04-20,335.95,343.25,334.6,336.1,336.0,11908652,4000711639.4,353.59,402.03225,0.0052356020942407,0.83602886290122
569,2018-04-23,335.95,339.5,333.0,333.65,334.05,8056732,2706659115.4,352.76199999999994,401.55125,-0.0058035714285713,0.8311769096790255
570,2018-04-24,334.8,335.0,330.6,331.85,331.55,9210931,3083819698.8,351.837,401.0745,-0.007483909594372,0.8249564568300581
571,2018-04-25,330.8,334.0,327.75,328.45,328.6,6306039,2086037701.2,350.91200000000003,400.55875,-0.0088976021716181,0.8176163224682765
572,2018-04-26,329.9,335.95,326.0,331.3,330.25,16647689,5492072601.099999,350.14200000000005,400.0245,0.005021302495435,0.821721821348595
573,2018-04-27,333.0,337.65,331.05,336.65,336.9,8804236,2931810588.0,349.444,399.52475,0.0201362604087811,0.8382682259268482
